ffi,ffi_name,ffi_desp,sic_s,sic_e,sic_desp
42,Whlsl,Wholesale,5088,5088,"Wholesale - transportation equipment, except motor vehicles"
42,Whlsl,Wholesale,5090,5090,Wholesale - Misc durable goods
42,Whlsl,Wholesale,5091,5092,Wholesale - sporting goods & toys
42,Whlsl,Wholesale,5093,5093,Wholesale - scrap and waste materials
42,Whlsl,Wholesale,5094,5094,"Wholesale - jewelry, watches, precious stones & metals"
42,Whlsl,Wholesale,5099,5099,Wholesale - durable goods
42,Whlsl,Wholesale,5100,5100,Wholesale - nondurable goods
42,Whlsl,Wholesale,5110,5113,Wholesale - paper and paper products
42,Whlsl,Wholesale,5120,5122,Wholesale - drugs & drug proprietaries
42,Whlsl,Wholesale,5130,5139,"Wholesale - apparel, piece goods & notions"
42,Whlsl,Wholesale,5140,5149,Wholesale - groceries & related products
42,Whlsl,Wholesale,5150,5159,Wholesale - farm product raw materials
42,Whlsl,Wholesale,5160,5169,Wholesale - chemicals & allied products
42,Whlsl,Wholesale,5170,5172,Wholesale - petroleum and petroleum products
42,Whlsl,Wholesale,5180,5182,"Wholesale - beer, wine & distilled alcoholic beverages"
42,Whlsl,Wholesale,5190,5199,Wholesale - Misc nondurable goods
43,Rtail,Retail,5200,5200,"Retail - retail-building materials, hardware, garden supply"
43,Rtail,Retail,5210,5219,Retail - lumber & other building materials
43,Rtail,Retail,5220,5229,Retail
43,Rtail,Retail,5230,5231,"Retail - paint, glass & wallpaper stores"
43,Rtail,Retail,5250,5251,Retail - hardware stores
43,Rtail,Retail,5260,5261,"Retail - nurseries, lawn & garden supply stores"
43,Rtail,Retail,5270,5271,Retail - mobile home dealers
43,Rtail,Retail,5300,5300,Retail - general merchandise stores
43,Rtail,Retail,5310,5311,Retail - department stores
43,Rtail,Retail,5320,5320,Retail - general merchandise stores (?)
43,Rtail,Retail,5330,5331,Retail - variety stores
43,Rtail,Retail,5334,5334,Retail - catalog showroom
43,Rtail,Retail,5340,5349,Retail
43,Rtail,Retail,5390,5399,Retail - Misc general merchandise stores
43,Rtail,Retail,5400,5400,Retail - food stores
43,Rtail,Retail,5410,5411,Retail - grocery stores
43,Rtail,Retail,5412,5412,Retail - convenience stores
43,Rtail,Retail,5420,5429,Retail - meat & fish markets
43,Rtail,Retail,5430,5439,Retail - fruit and vegetable markets
43,Rtail,Retail,5440,5449,"Retail - candy, nut & confectionary stores"
43,Rtail,Retail,5450,5459,Retail - dairy products stores
43,Rtail,Retail,5460,5469,Retail - bakeries
43,Rtail,Retail,5490,5499,Retail - Misc food stores
43,Rtail,Retail,5500,5500,Retail - automotive dealers and gas stations
43,Rtail,Retail,5510,5529,Retail - automotive dealers
43,Rtail,Retail,5530,5539,Retail - automotive and home supply stores
43,Rtail,Retail,5540,5549,Retail - gasoline service stations
43,Rtail,Retail,5550,5559,Retail - boat dealers
43,Rtail,Retail,5560,5569,Retail - recreation vehicle dealers
43,Rtail,Retail,5570,5579,Retail - motorcycle dealers
43,Rtail,Retail,5590,5599,Retail - automotive dealers
43,Rtail,Retail,5600,5699,Retail - apparel & accessory stores
43,Rtail,Retail,5700,5700,Retail - home furniture and equipment stores
43,Rtail,Retail,5710,5719,Retail - home furnishings stores
43,Rtail,Retail,5720,5722,Retail - household appliance stores
43,Rtail,Retail,5730,5733,"Retail - radio, TV and consumer electronic stores"
43,Rtail,Retail,5734,5734,Retail - computer and computer software stores
43,Rtail,Retail,5735,5735,Retail - record and tape stores
43,Rtail,Retail,5736,5736,Retail - musical instrument stores
43,Rtail,Retail,5750,5799,Retail
43,Rtail,Retail,5900,5900,Retail - Misc
43,Rtail,Retail,5910,5912,Retail - drug & proprietary stores
43,Rtail,Retail,5920,5929,Retail - liquor stores
43,Rtail,Retail,5930,5932,Retail - used merchandise stores
43,Rtail,Retail,5940,5940,Retail - Misc
43,Rtail,Retail,5941,5941,Retail - sporting goods stores & bike shops
43,Rtail,Retail,5942,5942,Retail - book stores
43,Rtail,Retail,5943,5943,Retail - stationery stores
43,Rtail,Retail,5944,5944,Retail - jewelry stores
43,Rtail,Retail,5945,5945,"Retail - hobby, toy and game shops"
43,Rtail,Retail,5946,5946,Retail - camera and photographic supply stores
43,Rtail,Retail,5947,5947,"Retail - gift, novelty & souvenir shops"
43,Rtail,Retail,5948,5948,Retail - luggage & leather goods stores
43,Rtail,Retail,5949,5949,Retail - sewing & needlework stores
43,Rtail,Retail,5950,5959,Retail
43,Rtail,Retail,5960,5969,"Retail - non-store retailers (catalogs, etc)"
43,Rtail,Retail,5970,5979,Retail
43,Rtail,Retail,5980,5989,Retail - fuel dealers & ice stores (Penn Central Co)
43,Rtail,Retail,5990,5990,Retail - Misc retail stores
43,Rtail,Retail,5992,5992,Retail - florists
43,Rtail,Retail,5993,5993,Retail - tobacco stores and stands
43,Rtail,Retail,5994,5994,Retail - newsdealers and news stands
43,Rtail,Retail,5995,5995,Retail - optical goods stores
43,Rtail,Retail,5999,5999,Misc retail stores
44,Meals,"Restaurants, Hotels, Motels",5800,5819,Retail - eating places
44,Meals,"Restaurants, Hotels, Motels",5820,5829,"Restaurants, hotels, motels"
44,Meals,"Restaurants, Hotels, Motels",5890,5899,Eating and drinking places
44,Meals,"Restaurants, Hotels, Motels",7000,7000,Hotels & other lodging places
44,Meals,"Restaurants, Hotels, Motels",7010,7019,Hotels & motels
44,Meals,"Restaurants, Hotels, Motels",7040,7049,Membership hotels and lodging houses
44,Meals,"Restaurants, Hotels, Motels",7213,7213,Services - linen supply
45,Banks,Banking,6000,6000,Depository institutions
45,Banks,Banking,6010,6019,Federal reserve banks
45,Banks,Banking,6020,6020,Commercial banks
45,Banks,Banking,6021,6021,National commercial banks
45,Banks,Banking,6022,6022,State commercial banks - Fed Res System
45,Banks,Banking,6023,6024,State commercial banks - not Fed Res System
45,Banks,Banking,6025,6025,National commercial banks - Fed Res System
45,Banks,Banking,6026,6026,National commercial banks - not Fed Res System
45,Banks,Banking,6027,6027,"National commercial banks, not FDIC"
45,Banks,Banking,6028,6029,Misc commercial banks
45,Banks,Banking,6030,6036,Savings institutions
45,Banks,Banking,6040,6059,Banks (?)
45,Banks,Banking,6060,6062,Credit unions
45,Banks,Banking,6080,6082,Foreign banks
45,Banks,Banking,6090,6099,Functions related to depository banking
45,Banks,Banking,6100,6100,Non-depository credit institutions
45,Banks,Banking,6110,6111,Federal credit agencies
45,Banks,Banking,6112,6113,FNMA
45,Banks,Banking,6120,6129,S&Ls
45,Banks,Banking,6130,6139,Agricultural credit institutions
45,Banks,Banking,6140,6149,Personal credit institutions (Beneficial)
45,Banks,Banking,6150,6159,Business credit institutions
45,Banks,Banking,6160,6169,Mortgage bankers and brokers
45,Banks,Banking,6170,6179,Finance lessors
45,Banks,Banking,6190,6199,Financial services
46,Insur,Insurance,6300,6300,Insurance
46,Insur,Insurance,6310,6319,Life insurance
46,Insur,Insurance,6320,6329,Accident and health insurance
46,Insur,Insurance,6330,6331,"Fire, marine & casualty insurance"
46,Insur,Insurance,6350,6351,Surety insurance
46,Insur,Insurance,6360,6361,Title insurance
46,Insur,Insurance,6370,6379,"Pension, health & welfare funds"
46,Insur,Insurance,6390,6399,Misc insurance carriers
46,Insur,Insurance,6400,6411,"Insurance agents, brokers & service"
47,RlEst,Real Estate,6500,6500,Real estate
47,RlEst,Real Estate,6510,6510,Real estate operators and lessors
47,RlEst,Real Estate,6512,6512,Operators - non-resident buildings
47,RlEst,Real Estate,6513,6513,Operators - apartment buildings
47,RlEst,Real Estate,6514,6514,Operators - other than apartment
47,RlEst,Real Estate,6515,6515,Operators - residential mobile home
47,RlEst,Real Estate,6517,6519,Lessors of railroad & real property
47,RlEst,Real Estate,6520,6529,Real estate
47,RlEst,Real Estate,6530,6531,Real estate agents and managers
47,RlEst,Real Estate,6532,6532,Real estate dealers
47,RlEst,Real Estate,6540,6541,Title abstract offices
47,RlEst,Real Estate,6550,6553,Land subdividers & developers
47,RlEst,Real Estate,6590,6599,Real estate
47,RlEst,Real Estate,6610,6611,"Combined real estate, insurance, etc"
48,Fin,Trading,6200,6299,"Security and commodity brokers, dealers, exchanges & services"
48,Fin,Trading,6700,6700,Holding & other investment offices
48,Fin,Trading,6710,6719,Holding offices
48,Fin,Trading,6720,6722,"Management investment offices, open-end"
48,Fin,Trading,6723,6723,"Management investment offices, closed-end"
48,Fin,Trading,6724,6724,Unit investment trusts
48,Fin,Trading,6725,6725,Face-amount certificate offices
48,Fin,Trading,6726,6726,"Unit investment trusts, closed-end"
48,Fin,Trading,6730,6733,Trusts
48,Fin,Trading,6740,6779,Investment offices
48,Fin,Trading,6790,6791,Misc investing
48,Fin,Trading,6792,6792,Oil royalty traders
48,Fin,Trading,6793,6793,Commodity traders
48,Fin,Trading,6794,6794,Patent owners & lessors
48,Fin,Trading,6795,6795,Mineral royalty traders
48,Fin,Trading,6798,6798,REIT
48,Fin,Trading,6799,6799,"Investors, NEC"
49,Other,Almost Nothing,4950,4959,Sanitary services
49,Other,Almost Nothing,4960,4961,Steam & air conditioning supplies
49,Other,Almost Nothing,4970,4971,Irrigation systems
49,Other,Almost Nothing,4990,4991,Cogeneration - SM power producer
