ffi,ffi_name,ffi_desp,sic_s,sic_e,sic_desp
17,Other,Other,2836,2836,"Biological products, except diagnostic substances"
17,Other,Other,2990,2999,Misc products of petroleum & coal
17,Other,Other,3000,3000,Rubber & misc plastic products
17,Other,Other,3010,3011,Tires and inner tubes
17,Other,Other,3041,3041,Rubber & plastic hose & belting
17,Other,Other,3050,3053,"Gaskets, hoses, etc"
17,Other,Other,3160,3161,Luggage
17,Other,Other,3170,3171,Handbags and purses
17,Other,Other,3172,3172,"Personal leather goods, except handbags and purses"
17,Other,Other,3190,3199,Leather goods
17,Other,Other,3220,3221,Glass containers
17,Other,Other,3229,3229,Pressed and blown glass
17,Other,Other,3230,3231,Glass products
17,Other,Other,3260,3260,Pottery and related products
17,Other,Other,3262,3263,China and earthenware table articles
17,Other,Other,3269,3269,Pottery products
17,Other,Other,3295,3299,Misc nonmetallic mineral products
17,Other,Other,3537,3537,"Industrial trucks, tractors, trailers & stackers"
17,Other,Other,3640,3644,Electric lighting & wiring equipment
17,Other,Other,3645,3645,Residential electric lighting fixtures
17,Other,Other,3646,3646,"Commercial, industrial and institutional electric lighting fixtures"
17,Other,Other,3647,3647,Vehicular lighting equipment
17,Other,Other,3648,3649,Misc lighting equipment
17,Other,Other,3660,3660,Communications equipment
17,Other,Other,3661,3661,Telephone and telegraph apparatus
17,Other,Other,3662,3662,Communications equipment
17,Other,Other,3663,3663,Radio & TV broadcasting & communications equipment
17,Other,Other,3664,3664,"Search, navigation, guidance systems"
17,Other,Other,3665,3665,Training equipment & simulators
17,Other,Other,3666,3666,Alarm & signaling products
17,Other,Other,3669,3669,Communication equipment
17,Other,Other,3840,3849,"Surgical, medical, and dental instruments and supplies"
17,Other,Other,3850,3851,Ophthalmic goods
17,Other,Other,3991,3991,Brooms and brushes
17,Other,Other,3993,3993,Signs & advertising specialties
17,Other,Other,3995,3995,Burial caskets
17,Other,Other,3996,3996,Hard surface floor coverings
17,Other,Other,4810,4813,Telephone communications
17,Other,Other,4820,4822,Telegraph and other message communication
17,Other,Other,4830,4839,Radio & TV broadcasters
17,Other,Other,4840,4841,Cable and other pay TV services
17,Other,Other,4890,4890,Communication services (Comsat)
17,Other,Other,4891,4891,Cable TV operators
17,Other,Other,4892,4892,Telephone interconnect
17,Other,Other,4899,4899,Misc communication services
17,Other,Other,4950,4959,Sanitary services
17,Other,Other,4960,4961,Steam & air conditioning supplies
17,Other,Other,4970,4971,Irrigation systems
17,Other,Other,4991,4991,Cogeneration - SM power producer
17,Other,Other,5040,5042,Wholesale - professional and commercial equipment and supplies
17,Other,Other,5043,5043,Wholesale - photographic equipment & supplies
17,Other,Other,5044,5044,Wholesale - office equipment
17,Other,Other,5045,5045,Wholesale - computers & peripheral equipment & software
17,Other,Other,5046,5046,Wholesale - commercial equipment
17,Other,Other,5047,5047,"Wholesale - medical, dental & hospital equipment"
17,Other,Other,5048,5048,Wholesale - ophthalmic goods
17,Other,Other,5049,5049,Wholesale - professional equipment and supplies
17,Other,Other,5082,5082,Wholesale - construction and mining machinery &equipment
17,Other,Other,5083,5083,Wholesale - farm and garden machinery & equipment
17,Other,Other,5084,5084,Wholesale - industrial machinery & equipment
17,Other,Other,5085,5085,Wholesale - industrial supplies
17,Other,Other,5086,5087,Wholesale - service establishment machinery & equipment (?)
17,Other,Other,5088,5088,"Wholesale - transportation equipment, except motor vehicles"
17,Other,Other,5090,5090,Wholesale - Misc durable goods
17,Other,Other,5091,5092,Wholesale - sporting goods & toys
17,Other,Other,5093,5093,Wholesale - scrap and waste materials
17,Other,Other,5100,5100,Wholesale - nondurable goods
17,Other,Other,5110,5113,Wholesale - paper and paper products
17,Other,Other,5199,5199,Wholesale - nondurable goods
17,Other,Other,7000,7000,Hotels & other lodging places
17,Other,Other,7010,7011,Hotels & motels
17,Other,Other,7020,7021,Rooming and boarding houses
17,Other,Other,7030,7033,Camps and recreational vehicle parks
17,Other,Other,7040,7041,Membership hotels and lodging
17,Other,Other,7200,7200,Services - personal
17,Other,Other,7210,7212,"Services - laundry, cleaning & garment services"
17,Other,Other,7213,7213,Services - linen supply
17,Other,Other,7215,7216,"Services - coin-operated cleaners, dry cleaners"
17,Other,Other,7217,7217,Services - carpet & upholstery cleaning
17,Other,Other,7218,7218,Services - industrial launderers
17,Other,Other,7219,7219,Services - Misc laundry & garment services
17,Other,Other,7220,7221,"Services - photographic studios, portrait"
17,Other,Other,7230,7231,Services - beauty shops
17,Other,Other,7240,7241,Services - barber shops
17,Other,Other,7250,7251,Services - shoe repair shops & shoeshine parlors
17,Other,Other,7260,7269,Services - funeral service & crematories
17,Other,Other,7290,7290,Services – Misc
17,Other,Other,7291,7291,Services - tax return
17,Other,Other,7299,7299,Services - Misc
17,Other,Other,7300,7300,Services - business services
17,Other,Other,7310,7319,Services - advertising
17,Other,Other,7320,7323,"Services - consumer credit reporting agencies, collection services"
17,Other,Other,7330,7338,"Services - mailing, reproduction, commercial art & photography"
17,Other,Other,7340,7342,Services - services to dwellings & other buildings
17,Other,Other,7349,7349,Services - building cleaning & maintenance
17,Other,Other,7350,7351,Services - Misc equipment rental and leasing
17,Other,Other,7352,7352,Services - medical equipment rental and leasing
17,Other,Other,7353,7353,Services - heavy construction equipment rental and leasing
17,Other,Other,7359,7359,Services - equipment rental and leasing
17,Other,Other,7360,7369,Services - personnel supply services
17,Other,Other,7370,7372,Services - computer programming and data processing
17,Other,Other,7373,7373,Computer integrated systems design
17,Other,Other,7374,7374,"Services - computer processing, data preparation and processing"
17,Other,Other,7375,7375,Services - information retrieval services
17,Other,Other,7376,7376,Services - computer facilities management service
17,Other,Other,7377,7377,Services - computer rental and leasing
17,Other,Other,7378,7378,Services - computer maintenance and repair
17,Other,Other,7379,7379,Services - computer related services
17,Other,Other,7380,7380,Services - Misc business services
17,Other,Other,7381,7382,Services - security
17,Other,Other,7383,7383,Services - news syndicates
17,Other,Other,7384,7384,Services - photofinishing labs
17,Other,Other,7385,7385,Services - telephone interconnect systems
17,Other,Other,7389,7390,Services - Misc business services
17,Other,Other,7391,7391,Services - R&D labs
17,Other,Other,7392,7392,Services - management consulting & P.R.
17,Other,Other,7393,7393,Services - detective and protective (ADT)
17,Other,Other,7394,7394,Services - equipment rental & leasing
17,Other,Other,7395,7395,Services - photofinishing labs (School pictures) services
17,Other,Other,7397,7397,Services - commercial testing labs
17,Other,Other,7399,7399,Services - business services
17,Other,Other,7500,7500,"Services - auto repair, services & parking"
17,Other,Other,7510,7519,"Services - truck, auto, trailer rental and leasing"
17,Other,Other,7520,7523,Services - automobile parking
17,Other,Other,7530,7539,Services - automotive repair shops
17,Other,Other,7540,7549,"Services - automotive services, except repair (car washes)"
17,Other,Other,7600,7600,Services - Misc repair services
17,Other,Other,7620,7620,Services - Electrical repair shops
17,Other,Other,7622,7622,Services - Radio and TV repair shops
17,Other,Other,7623,7623,Services - Refrigeration and air conditioning service & repair shops
17,Other,Other,7629,7629,Services - Electrical & electronic repair shops
17,Other,Other,7630,7631,"Services - Watch, clock and jewelry repair"
17,Other,Other,7640,7641,Services - Reupholster & furniture repair
17,Other,Other,7690,7699,Services - Misc repair shops & related services
17,Other,Other,7800,7829,Services - motion picture production and distribution
17,Other,Other,7830,7833,Services - motion picture theaters
17,Other,Other,7840,7841,Services - video rental
17,Other,Other,7900,7900,Services - amusement and recreation
17,Other,Other,7910,7911,Services - dance studios
17,Other,Other,7920,7929,"Services - bands, entertainers"
17,Other,Other,7930,7933,Services - bowling centers
17,Other,Other,7940,7949,Services - professional sports
17,Other,Other,7980,7980,Amusement and recreation services (?)
17,Other,Other,7990,7999,Services - Misc entertainment
17,Other,Other,8000,8099,Services - health
17,Other,Other,8100,8199,Services - legal
17,Other,Other,8200,8299,Services - educational
17,Other,Other,8300,8399,Services - social services
17,Other,Other,8400,8499,"Services - museums, art galleries, botanical and zoological gardens"
17,Other,Other,8600,8699,Services - membership organizations
17,Other,Other,8700,8700,"Services - engineering, accounting, research, management"
17,Other,Other,8710,8713,"Services - engineering, accounting, surveying"
17,Other,Other,8720,8721,"Services - accounting, auditing, bookkeeping"
17,Other,Other,8730,8734,"Services - research, development, testing labs"
17,Other,Other,8740,8748,"Services - management, public relations, consulting"
17,Other,Other,8800,8899,Services - private households
17,Other,Other,8900,8910,Services - Misc
17,Other,Other,8911,8911,Services - Misc engineering & architect
17,Other,Other,8920,8999,Services - Misc
